Retweets,Likes,Cleaned_Tweets,day,month
224,5520,As I said in 2018 …,1,6
4187,67607,"We are trying to accelerate sustainable energy, so what matters is how much someone can contribute to that goal. Personal choices are your own and are respected.",1,6
4795,64195,Tesla scores 100/100 for 7th year in a row for LGBTQ equality,1,6
547,9819,I will donate to centrist candidates in both parties,1,6
1103,24973,Is this a reference to open primaries? I think those are a good idea. I am in favor of anything that would result in more centrist candidates being elected!,1,6
345,5120,The amazing part will be having an orbital rocket that is fully &amp; rapidly reusable with any payload at all!Everyone else gave up when they realized that their fully reusable payload&lt;0.We still have a long way to go.,1,6
466,10096,"The specs on Wikipedia aren’t quite right, but close enough.Thrust, liftoff mass, length &amp; payload will grow over time.",1,6
138,2550,"Yes, unless we encounter unexpected issues. 10.12.2 seems solid so far, but, as always, please be extremely vigilant.",1,6
1415,15901,They should pretend to work somewhere else,1,6
1580,22328,I have yet to see an ESG list that *isn’t* fraudulent,1,6
680,17746,Just one at a time at first,1,6
945,13854,Only a few weeks away. All Raptor 2 engines needed for first orbital flight are complete &amp; being installed.,1,6
253,7413,Good interview,31,5
5452,63692,10 years since SpaceX’s first mission to,31,5
1389,28451,Cybertruck body,31,5
1220,11864,You’re humble bro. Billy’s sense of humor &amp; irreverence is a big part of why people love Dogecoin.,31,5
213,3872,Completely useless pos more like it,31,5
327,3571,And Palmer always forgets to mention that he never wrote a single line of Dogecoin code …,31,5
526,4577,"For AI and most things, Python. JavaScript for web stuff. For high performance or tight code, C/C++, spiced up with some assembly.",31,5
130,2641,Yeah!,31,5
211,3188,"Maybe if they do the opposite, Twitter will be a much better experience – just an idea",31,5
91,1995,Yes,31,5
91,2053,Checking,31,5
632,7259,"My kids wrote better code when they were 12 than the nonsense script Jackson sent me. Like I said, if it’s so great, he should share it with the world and make everyone’s experience with Twitter better. If he does, you will see what I mean.Jackson Palmer is a tool.",31,5
596,7844,"You falsely claimed ur lame snippet of Python gets rid of bots. Ok buddy, then share it with the world …",31,5
571,5044,What’s going on,31,5
398,6766,Very strange indeed!,31,5
138,3089,Interesting,31,5
626,19343,"Yeah, maybe a smidge higher …",31,5
147,2446,"Yes. It’s safe to say that Mackenzie [ahem] Scott is not exactly a big fan of her ex-husband. Unfortunately, a lot of others are getting caught in the crossfire.",31,5
211,3686,Feels like a Looney Tunes episode,31,5
116,2881,Yup,31,5
203,3612,"I support you, Bob! Some bots are good.",31,5
389,5572,"Yeah, although I hesitate to admit that, because there are a lot of people that foam at the mouth if you even mention his name!",31,5
737,7180,The Democrat vs Republican tribalism among otherwise intelligent people is most distressing.Demonizing everyone who would vote for an alternate party is not constructive.,31,5
454,4581,True. Tesla was attacked by Romney in 2 of 3 presidential debates. Those lines were fed to him by a particular individual in the oil &amp; gas industry.The Dems turned negative over the past ~12 months. At least part of it is Mackenzie’s donation to PACs posing as charities.,31,5
1429,22319,I would be shocked if I’m *not* being spied on haha. My only ask is that anyone spying on me please not affect call quality too much or I can’t hear what’s being said!,31,5
417,5725,I’m just talking about the mid-term elections in November. Not sure that there is a third party candidate.It’s rather hard to support a party when prominent members of that party keep attacking me and sidelining Tesla &amp; SpaceX!,31,5
44184,467257,Literally …,31,5
584,10867,Our computer is made of meat!,31,5
161,3287,It might be,31,5
1082,17941,"Tesla doesn’t advertise, the others do. They are … hesitant to bite the hand that feeds them.",31,5
4104,92223,Tesla Plaid S cruising around Austin with volume at 11 is sublime,30,5
4229,68209,Veridis Quo,30,5
134,2148,Tomorrow,30,5
88,1958,"Mildly, so 6/10. It’s a slow meme day.",30,5
167,3445,"I would, but the coward blocked me ",30,5
32211,505538,I miss them,30,5
2157,15540,"The reason you’re not that funny is because you’re woke. Humor relies on an intuitive &amp; often awkward truth being recognized by the audience, but wokism is a lie, which is why nobody laughs.",30,5
295,6858,Less funny than SNL on a bad day. This could make a drunk person sober. Try harder!,30,5
248,3638,"Still early stages on that. Getting Starship reliably to orbit, then achieving full &amp; immediate reusability of both stages is by far top priority.",30,5
2073,32483,"2029 feels like a pivotal year. I’d be surprised if we don’t have AGI by then. Hopefully, people on Mars too.",30,5
440,8045,"Well, if you make something that looks like a meme &amp; someone (not me) crops off your name, so it goes.Also, this is only a 6/10 meme, so maybe step down from that high horse!The selfless art of anonymous meme creators is something to be admired.",30,5
1636,11009,"Yeah, the public has no idea how much Tesla and SpaceX have been attacked/undermined, because we aren’t unionized (yet offer highest pay in industry!) and this administration would rather a company be dead than not unionized",30,5
752,14454,"I couldn’t agree more! There is such a thing as too much sentience for household appliances.Imagine giving advanced AI to a toilet with an implicit “maximize ” utility function, so it engages in deep societal manipulation just to get maximum  haha.",30,5
3332,24444,"I support free speech, but not any one candidate. In fact, I gave money to &amp; voted for Hillary &amp; then voted for Biden.However, given unprovoked attacks by leading Democrats against me &amp; a very cold shoulder to Tesla &amp; SpaceX, I intend to vote Republican in November.",30,5
34721,386715,In remembrance of those who fell to preserve the light of freedom,30,5
180,6708,Sure,30,5
240,5720,You can see almost everything from the public road,30,5
161,3595,"Thanks I switched back to chronological Twitter, so now I see you.",29,5
439,5174,"I swear my responsibility to the highest good for consciousness, while always re-examining what the highest good is",29,5
353,5343,"Well, I’m happy I made people happy!",29,5
20470,233150,And remember that happiness is a choice,29,5
165,4030,Perhaps I will one day,29,5
156,2959,How about tomorrow afternoon?,29,5
389,11353,I dunno … that’s kind of a scary idea,29,5
44296,423908,Tomorrow will be the first sunrise of the rest of ur life – make it what u want,29,5
1357,17672,"If the Universe is headed for heat death, then it really *is* all about the journey",29,5
696,10566,Spaceships that can take you to other planets and a sustainable energy Earth,29,5
8623,117427,"When thinking about deep time, what is more astounding is to think about how much time is ahead!",29,5
243,3669,"Human civilization, as measured by the first writing, only began ~5000 years ago, so since those trilobites existed, you could have had all human history 100,000 times over again",29,5
471,12726,è così bello,29,5
2702,48726,Ave Maria,29,5
5404,88159,Con te … partirò,29,5
4146,56556,"Few seem to realize that China is leading the world in renewable energy generation and electric vehicles. Whatever you may think of China, this is simply a fact.",29,5
3351,30609,"The “critics” seek not to critique, but rather to virtue signal. They are out of touch with the people and so lose their credibility with the people.",29,5
159,3758,Yes,29,5
116,2121,Weird,29,5
682,10115,"Our video clips are usually shorter than 30 seconds, but the overall point made by James is accurate. Tesla is probably labeling more images per week than any other project ever done and our rate of labeling is increasing rapidly.",29,5
1206,23325,I suspect that this is because the “algorithm” is not exactly genius vs intentional deboosting by people,29,5
409,8684,I had a car named Hubris once,28,5
128,4108,I agree,28,5
475,4929,"Wow, good for her for saving those people!",28,5
1431,30625,"Totally, these are very bot-friendly rules!",28,5
5496,106910,Why do we still have so many paper documents in 2022!?,28,5
1215,32479,We are much fluffier than we think,28,5
425,15284,Strange,28,5
1755,35771,"At first, I thought this was a parody ",28,5
146,2603,"Problem arose from optimizing application performance. Use of Linux page cache caused increasing memory fragmentation, eventually preventing mounting of dashcam. Patch to filesystem driver fixes this. Update coming soon.",28,5
456,11051,"So many photons flying around, and yet so few",28,5
207,4329,True,28,5
2003,60799,"I hope they both move on. At their best, they are each incredible.",28,5
377,10323,Starships,28,5
423,12104,True,28,5
537,20249,Haha ,28,5
130,3664,Great idea!,28,5
167,3517,Incentives matter,28,5
322,11566,Pretty sure I saw that at Burning Man,28,5
265,5046,"Seems like they would be pretty vulnerable to lions, given their yaw moment of intertia, but I guess they’re really tall and hard to reach?",28,5
580,7916,We are all individuals!,28,5
161,3545,True,28,5
861,26543,Giraffes are surreal,28,5
401,6396,"He’s fine, I guess. Does seem like he’s spending a lot of time in the hot tub these days.If he wants to get to orbit, less partying and more work would be advisable.",28,5
1498,20776,Long-term potential of Tesla is high,28,5
561,7188,"It was $500M, but then Tesla went up a lot, so now it’s $1.5B to $2B to close it out",28,5
719,10235,My companies don’t buy advertising,28,5
4667,38751,"Since Gates still has a multi-billion dollar short position against Tesla while claiming to help with global warming, I guess I have some trust issues with him too",28,5
144,2467,"True, they must have a scapegoat",28,5
1079,10609,"I do try my hardest to be good and sometimes I fear that untrue negative stories about me may cause others to excuse their bad behavior to their conscience, because they think I’m doing it too, but I’m not!",28,5
640,10607,"I know some of the people you mention and I think they’re good, but for sure not all billionaires are good, since we are dealing with humans after all.",28,5
1040,23058,"It was 96% in favor of me, until I commented. Ironically, there might be more left-wing bots following me than right-wing haha.",27,5
88,1870,V true,27,5
141,3037,Yes,27,5
11088,155466,Great potential to lift people out of poverty. Providing Internet is teaching people to fish.,27,5
17648,225153,One Starlink can provide Internet for an entire school of hundreds of students,27,5
603,5307,"No, Earth has more water than we could possibly use and desalination only costs $3 for 1000 gallons!",27,5
52,1043,Good,27,5
196,2841,Or a remote hospital,27,5
47,933,Yup!,27,5
2054,64431,On the nose ,27,5
82,2056,Haha ,27,5
968,14595,The most anti-human book ever written,27,5
15978,101105,Starlink approved by Nigeria  &amp; Mozambique ,27,5
793,8897,Tesla will not put a manufacturing plant in any location where we are not allowed first to sell &amp; service cars,27,5
366,6231,We are waiting for government approval,27,5
328,8925,Cool,27,5
547,7403,Maybe one day,27,5
10919,95819,Starlink approved by The Philippines ,27,5
18879,199330,"Tesla merch can be bought with Doge, soon SpaceX merch too",27,5
223,11542,  ,27,5
200,3481,Hmm,27,5
394,11173,Will discuss this and other improvements with Tesla audio engineering. The new Model S and X sound system is incredible.,27,5
21498,325513,"Ya know, it’s pretty damn great to be able to talk to people from all walks of life and many countries on Twitter!So much to be learned, even from the harshest critics. Basically … I’m just saying I love all you crazy people ",27,5
2106,56130,Many insightful comments in the mentions,27,5
167,4659,For sure,27,5
141,2311,"Yeah, I think that’s probably right. If it were up to me, I would delete charitable deduction. And class-action lawsuits.",27,5
103,2310,I think this would actually work,27,5
640,6067,"Based on past experience, about 12 to 18 months. Companies that are inherently negative cash flow (ie value destroyers) need to die, so that they stop consuming resources.",27,5
189,13525,Fair,27,5
257,10848,I’m genuinely curious,27,5
1633,9542,"Yes, but this is actually a good thing. It has been raining money on fools for too long. Some bankruptcies need to happen.Also, all the Covid stay-at-home stuff has tricked people into thinking that you don’t actually need to work hard. Rude awakening inbound!",27,5
98,2060,That would be awesome,27,5
199,3081,"This would be a super bad idea, since stocks can swing wildly from one day to the next, eg Snapchat dropping 43%. Tesla is ~40% below ATH!However, eliminating estate tax dodges like GRATs would be good, since probability of kids being effective stewards of capital is lower.",27,5
674,5335,"The degree to which the unions control the Dems is insane. It’s like watching a sock puppet “talk”, but the hand inside the sock is way too obvious!",27,5
14634,212106,. I dare you to run the same poll with your followers,27,5
201,9289,"In general, very true",26,5
30882,179754,Who do you trust less? Real question.,26,5
228,5712,Curses!,26,5
339,4340,"A union is just another corporation. Far better for many companies to compete for your skills, so that you have maximum optionality.",26,5
41,1046,Yup,26,5
3064,67600,If the reason for it is building products that make millions of people happy,26,5
2215,16962,"Dogecoin Trillionaire, the Movie ",26,5
9132,152637,Use of the word “billionaire” as a pejorative is morally wrong &amp; dumb ,26,5
215,5385,Yeah,26,5
297,4016,"Maybe just require homicide insurance for a gun purchase? Minimum car insurance, which is basically homocide insurance, is required for car ownership.",26,5
1805,63876,Almost ten years ago,26,5
86,2113,"There is a sergeant making judgment calls about recruits before giving them a weapon, so that’s a reasonable barrier",26,5
944,9711,"How about a middle ground, where the licensing standard for semi-auto rifles is a driver’s license, age 21 and no rap sheet? Basically, what is a reasonable way to make it harder for people with homicidal impulses to obtain body count maximizing weapons?",26,5
235,4479,"To be more precise, I mean any semi-automatic gun with supersonic ammo and a large magazine",26,5
330,5555,I have so much respect for the Tesla Shanghai team,26,5
7011,70697,Who controls the memesControls the Universe,26,5
3306,80579,"I’m a fan of Jack btw. Wish he would stay on the board, but I understand that he needs to move on.",26,5
3117,80565,(Of Twitter),26,5
12199,188202,Jack off the board!,26,5
466,19306,Yes,26,5
54675,520021,Politics is a sadness generator,26,5
1101,33037,Absolutely,26,5
53,1250,True haha,26,5
1892,31961,"Assault rifles should at minimum require a special permit, where the recipient is extremely well vetted imo",26,5
2571,75007,A bit sad tbh,26,5
283,9142,Some good Cox jokes in this thread,26,5
264,4440,"Absolutely. With competition, the consumer is the winner.",26,5
1126,12153,"If I were to own Twitter, it would be geared towards the middle 80% of the population, so technically the far left and far right would probably be dissatisfied",26,5
1833,12215,"Human are absurdly concentrated on a tiny percentage of Earth’s surface. That’s why people in cities think Earth is “full” of people, when in fact it is basically empty.",26,5
826,24860,Great show!,26,5
1200,11506,"If Twitter was not truthful here, what else is not true? This is very concerning news.",26,5
116,2313,Exactly,26,5
476,3480,"If birth rates remain unchanged, South Korea will be ~6% of its current population in three generations, with a majority of people over age 60",26,5
13232,216362,Landed back at Cape Canaveral(Humans for scale),26,5
11234,217286,Falcon 9 going supersonic,26,5
434,11287,Good,26,5
830,16651,Congratulations  and,25,5
1050,13461,We can’t be one of those lame one-planet civilizations!,25,5
2655,53448,All   deployed successfully. Thanks for flying SpaceX!,25,5
272,6061,"With int/dex talismans &amp; physick. Throw moon to lower magic negation, followed by comet takes out almost anything fast.",25,5
155,2198,That’s a good point. One could simply have a few reference human genomes and simply code each individual with a lossless compression delta!Could probably fit the DNA sequences of all humans alive today in a fairly small data storage system.,25,5
426,8538,Exactly,25,5
1653,12328,"Indeed I did. However, I also think that Tesla has the potential to be the most valuable company ever. When Tesla’s market cap, making sustainable energy products, exceeds that of Aramco, producing fossil fuels, you know the future will be good for Earth.",25,5
2055,44893,The Iron Man statue was given to SpaceX because part of Iron Man 2 was filmed in the rocket factory,25,5
721,13315,Yikes. Def not me.,25,5
569,13892,Is there a comparison of the post-compression DNA size?,25,5
109,2790,"Haha agreed, this will get smoothed out",24,5
7343,79594,What a dick move!,24,5
124,3039,Yeah,24,5
662,5351,Italy will have no people if these trends continue,24,5
628,4980,"South Korea and Hong Kong are experiencing the fastest population collapse. Note, 2.1 kids per woman is replacement rate.",24,5
600,4018,"Lowest birth rate countries, according to World Bank",24,5
20575,138498,Population collapse is the biggest threat to civilization,24,5
126,2809,Exactly!,24,5
158,4775,Wow,24,5
1883,71533,Definitely,24,5
1360,30287,"Then why is it that the richer someone is, the fewer kids they have?",24,5
9719,144956,"Contrary to what many think, the richer someone is, the fewer kids they have.I am a rare exception. Most people I know have zero or one kid.",24,5
3051,28890,We just need to celebrate having kids,24,5
47335,328557,USA birth rate has been below min sustainable levels for ~50 years,24,5
4552,110739,Sigh,24,5
1119,22242,"Starlink does work on vehicles in motion, including planes, but not yet reliably",24,5
742,16111,This will be a big deal over time,24,5
172,4071,Yes,24,5
1759,38669,Instagram amplifies this,24,5
439,8790,Interesting,24,5
1329,15307,Equipped load will be lower if fast roll is needed,24,5
422,5904,Starman Roadster has traveled enough to have driven every road on Earth 52.8 times,24,5
2641,83663,Planes are very safe,24,5
135,4235, ,23,5
191,2911,Interesting,23,5
497,7173,"Absolutely. Normal connectivity is often lost when there are wild fires, storms or flooding, but Starlink still works.",23,5
153,5317,Haha ok but warranty is not valid in that case,23,5
545,6255,"Yes, first countries in Africa to be announced coming soon. Starlink will serve everywhere on Earth that we’re legally allowed to serve.",23,5
9784,94128,"Starlink now available for RVs, campers &amp; other large vehicle users (note, antenna too big for cars)",23,5
138,2969,Yes,23,5
358,6774,"I work. Yes, I am testing Starlink on the plane. Some polishing needed, but it’s working quite well.",23,5
3176,39024,"Astute observers of my plane (and there many) will note that I don’t use a flight attendant.Moreover, only fruit &amp; nuts are stocked on the plane. I use flights as an opportunity to fast.",23,5
8915,104341,Netflix documentary about returning astronauts to orbit after Space Shuttle program ended,23,5
803,29395,"Power mage, but decent with a sword/katana. Will post pic of my build tomorrow.",23,5
26091,338420,"Elden Ring, experienced in its entirety, is the most beautiful art I have ever seen",23,5
2745,71495,"Haha I don’t even have a burner twitter account! I do have a cheesy secret Instagram account, so I can click on links that friends send me.",22,5
182,5051,Yeah,21,5
313,5696,Should be proportionate to electricity prices. Is this not the case?,21,5
110,1286,"It’s accurate to say that incentives were an accelerant to EV adoption, but we started Tesla when there were no incentives &amp; gasoline was $2/gallon even in California.Tesla currently has a tax credit *disadvantage*, because the $7500 tax credit stopped applying to us years ago.",21,5
656,6617,"It is accurate to say that incentives were an accelerant to EV adoption, but we started Tesla when there were no incentives &amp; gasoline was $2/gallon in California.Tesla currently has a tax credit *disadvantage*, because the $7500 tax credit stopped applying to us years ago.",21,5
275,6042,Glad to hear that!,21,5
178,5387,Oddly calming,21,5
1787,46549,Congratulations!,21,5
706,11950,Absolutely,21,5
910,7795,"No, they still refuse to explain how they calculate that 5% of daily users are fake/spam! Very suspicious.",21,5
2412,33278,"I’m worried that Twitter has a disincentive to reduce spam, as it reduces perceived daily users",21,5
4263,25789,Why is  ignoring this story?,21,5
4699,21656,"Confusing-gate, more like it!Bottom line: A prominent lawyer working for the Clinton campaign fabricated Russia-Trump collusion using a retired MI6 spy &amp; some actual Russians. This is not ok!There may have been actual Russian interference, but still the above is not cool.",21,5
616,14178,He can be a little negative at times tbh,21,5
268,6023,Words to live by,21,5
797,10480,"True, owning Twitter probably won’t increase my life expectancy haha",21,5
276,6338,Correct,21,5
413,8474,Exactly,21,5
6997,42101,"I’ve just switched from moderate D to moderate R, as I think many independent voters have done. We will know the magnitude of this trend in November. I think it’s big.",21,5
1736,18541,Their full name is “Business Insider Trading”. They always forget that last word for some reason. ,20,5
404,7623,They will,20,5
3961,47263,Accurate,20,5
678,16140,"Interesting, go on …",20,5
229,6828,An homage to Catherine the Greatest,20,5
301,8024,Yes,20,5
13449,134561,"Looking for hardcore streetfighters, not white-shoe lawyers like Perkins or Cooley who thrive on corruption. There will be blood.",20,5
271,6730,Good thread,20,5
332,8862,I ‘member,20,5
393,5806,Tesla FSD is the best real world AI,20,5
4493,76112,Please include links to cases you have tried,20,5
6449,129397,"Hi Chad, long time no see!Fine, if you touch my wiener, you can have a horse.",20,5
8010,95458,"My commitment:- We will never seek victory in a just case against us, even if we will probably win. - We will never surrender/settle an unjust case against us, even if we will probably lose.",20,5
22204,214590,Tesla is building a hardcore litigation department where we directly initiate &amp; execute lawsuits. The team will report directly to me. Please send 3 to 5 bullet points describing evidence of exceptional ability.justice,20,5
509,4872,!!,20,5
1487,5688,Whether other senior campaign managers were aware or not is a separate question.What is *not* in question is that Sussmann charged the Clinton Campaign for his Russia hoax meeting with the FBI.Source document:,20,5
4172,38248,I only heard about it last month and was blown away,20,5
20585,249480,Sus man,20,5
5313,39650,I am indeed out for blood,20,5
3769,14475,"??Sussmann himself admitted billing Clinton Campaign to pay for him to present Russia hoax to FBI! This is not even questioned by the defense.Btw, I donated to &amp; voted for Hillary, so am doubly pissed off about those funds being used for lying.",20,5
388,5395,Doesn’t exactly scream “trustworthy”,20,5
2384,15431,. and  what say you?,20,5
9353,36677,You are absolutely correct. That tweet is a Clinton campaign hoax for which their campaign lawyer is undergoing a criminal trial.,20,5
28455,91068,"All true. Bet most people still don’t know that a Clinton campaign lawyer, using campaign funds, created an elaborate hoax about Trump and Russia. Makes you wonder what else is fake.",20,5
696,7748,"Their implied full name is Business Insider Trading! They just deleted the last word for being too obvious, but it’s true.",20,5
6210,51733,Worth watching this interview with  The May 16 date is important.,20,5
924,13894,Thanks for having me!,20,5
52938,588231,"Super excited to be in Brazil for launch of Starlink for 19,000 unconnected schools in rural areas &amp; environmental monitoring of Amazon!    ",20,5
561,9988,“hit piece”. Edit buttonnnnn!,20,5
851,12276,!!,20,5
2042,23486,"Hi Jon! You’re a good dude, but obv die-hard Dem, so have to support the party, but this Adminstration has done everything it can to sideline &amp; ignore Tesla, even though we have made twice as many EVs as rest of US industry combined.",20,5
18969,103696,"They began brewing attacks of all kinds as soon as the Twitter acquisition was announced.In my 30 year career, including the entire MeToo era, there’s nothing to report, but, as soon as I say I intend to restore free speech to Twitter &amp; vote Republican, suddenly there is …",20,5
365,8384,True (sigh),20,5
25935,280993,"Finally, we get to use Elongate as scandal name. It’s kinda perfect. ",20,5
1224,13850,"No, it was clear that their only goal was a hit price to interfere with the Twitter acquisition. The story was written before they even talked to me.",20,5
1177,12121,"Exactly. Moreover, the “friend” in question who gave the interview to BI, is a far left activist/actress in LA with a major political axe to grind.",20,5
3113,23841,"But I have a challenge to this liar who claims their friend saw me “exposed” – describe just one thing, anything at all (scars, tattoos, …) that isn’t known by the public. She won’t be able to do so, because it never happened.",20,5
2191,21861,"And, for the record, those wild accusations are utterly untrue",20,5
78978,714253,The attacks against me should be viewed through a political lens – this is their standard (despicable) playbook – but nothing will deter me from fighting for a good future and your right to free speech,20,5
3142,80608,Exactly,20,5
408,7549,I’m trying! Nice meme.,19,5
17605,250018,"To be clear, I’m spending &lt;5% (but actually) of my time on the Twitter acquisition. It ain’t rocket science!Yesterday was Giga Texas, today is Starbase. Tesla is on my mind 24/7.So may seem like below, but not true.",19,5
703,15294,Big update,19,5
387,8705,Yup,19,5
1297,42504,I think I saw that boss in Elden Ring,19,5
8330,49606,"Unless it is stopped, the woke mind virus will destroy civilization and humanity will never reached Mars",19,5
7601,76601,Wise words,19,5
6362,76446,"Good night, sweet maestro, and flights of angels sing thee to thy rest",19,5
380,10298,A true genius,19,5
119,4278,It’s true haha,19,5
222,6999,Indeed,19,5
673,6734,I suggest no parties and just direct voting by the people of concise laws that everyone can understand,19,5
4384,75343,"This is what most people in America want, but unfortunately it’s not realistic. Generally, the party with less power (currently Republicans at national level) moves more toward center to win moderate votes, so control of House/Senate/President goes back &amp; forth over time.",19,5
136,5846,For sure,19,5
502,8272,"This is a big one! Expect some two steps forward, one step back situations. These will be great ironed in point releases, hence ~10.12.2 or 10.13 for wider beta release.",19,5
16652,240435,A party more moderate on all issues than either Reps or Dems would be ideal,19,5
414,6572,"I was (obv) joking at the time, but fate loves irony!",19,5
15028,217651,"Judging by the relentless hatestream from the far left, this tweet was spot on",19,5
887,11887,Yale getsin wacktivist olympics,19,5
553,17796,Yup,19,5
14285,225465,What I love most about wacktivists is their incredible sense of humor ,19,5
3522,76139,A clear case of wacktivism,19,5
4446,78225,Yup,19,5
7076,107560,Another batch of Starlinks reach orbit,19,5
20865,343259, ,19,5
119246,824287,"In the past I voted Democrat, because they were (mostly) the kindness party.But they have become the party of division &amp; hate, so I can no longer support them and will vote Republican.Now, watch their dirty tricks campaign against me unfold … ",18,5
1920,31061,Pretty much. The dirty tricks attacks will be next-level.,18,5
9679,79192,"I’m not surprised at all. That was to inoculate the public. As a prominent vaccine advocate, you should understand that.Yale is the epicenter of the woke mind virus attempting to destroy civilization.",18,5
28242,238438,Despite Tesla doing more for the environment than any company ever!,18,5
53450,636753,Political attacks on me will escalate dramatically in coming months,18,5
156,3916,Yes,18,5
7185,101777,. has lost their integrity,18,5
789,23256,Exactly,18,5
711,16326,Insane,18,5
41719,303379,"Exxon is rated top ten best in world for environment, social &amp; governance (ESG) by S&amp;P 500, while Tesla didn’t make the list!ESG is a scam. It has been weaponized by phony social justice warriors.",18,5
1208,11417,ESG is an outrageous scam! Shame on,18,5
2849,73613,Even applied 2 urslf,18,5
844,12355,Or 14 times higher than Twitter’s 5% in my case ,18,5
2860,29830,So … [checks calculator] … that would be like 10 times more than 5%,18,5
646,10334,Interesting,18,5
16853,224374,bullsh*t baffles brains,18,5
430,8472,Yes,18,5
832,15596,"Tesla doesn’t need debt, so the rating doesn’t impact us, but it is silly",18,5
21985,123549,Twitter exec trashing free speech &amp; mocking people with Asperger’s …,18,5
503,7835,"Yes, the purpose of AI Day is to convince great AI/software/chip talent to join Tesla",17,5
8957,138912,Tesla AI Day  on Aug 19. So many cool updates!,17,5
7657,115614,Is this legit?,17,5
2379,18617,Hello  anyone home?,17,5
13193,105984,"Twitter claims that &gt;95% of daily active users are real, unique humans. Does anyone have that experience?",17,5
2449,55256,The audience laughter says it all,17,5
1827,20857,Absolutely,17,5
450,7799,Exactly,17,5
213,4318,Interesting,17,5
1978,18207,Seems like Twitter should welcome external validation if their claims are true,17,5
14323,105556,"20% fake/spam accounts, while 4 times what Twitter claims, could be *much* higher.My offer was based on Twitter’s SEC filings being accurate.Yesterday, Twitter’s CEO publicly refused to show proof of &lt;5%.This deal cannot move forward until he does.",17,5
621,15788,"This transcription isn’t precise, but gets the gist of it",17,5
946,41232,Just a scratch really,16,5
398,8785,!,16,5
3547,36373,So how do advertisers know what they’re getting for their money? This is fundamental to the financial health of Twitter.,16,5
1203,15898,Have you tried just calling them?,16,5
767,11338,Billy is the best,16,5
3078,44327,I wonder who funds them,16,5
195,4273,"I don’t have much choice. Provided they don’t explicitly say that I endorse something, there is no legal recourse.",16,5
2733,30690,It was an honor to meet at Starbase and discuss exciting future projects!,16,5
386,15282,I hope it’s a good product!,16,5
629,14242,"Tragically, it wasn’t even oil from a snake!",15,5
4739,102772,Good move by,15,5
566,9540,"No, I interact with interesting comments that I see too, even if made by people I don’t follow",15,5
3503,97468,I’m a bot &amp; so’s my wife,15,5
533,17389,"Wow, you must be Sherlock f* Holmes.I’m joking.",15,5
516,12626,"Tried TikTok, but it’s not winding my ⏰",15,5
8821,127849,Not to mention potential bugs in the code. Open source is the way to go to solve both trust and efficacy.,15,5
12185,154243,"I’m not suggesting malice in the algorithm, but rather that it’s trying to guess what you might want to read and, in doing so, inadvertently manipulate/amplify your viewpoints without you realizing this is happening",15,5
114,3274,That’s a deep cut (sigh),15,5
172,3889,"Yes, that would have a big impact!",15,5
200,3461,"With usernames like that, the bots aren’t even trying hard!",15,5
455,4036,"There is some chance it might be over 90% of daily active users, which is the metric that matters to advertisers.Very odd that the most popular tweets of all time were only liked by ~2% of daily active users.",15,5
414,5988,Exactly. I have yet to see *any* analysis that has fake/spam/duplicates at &lt;5%.,15,5
411,6491,Shame on  for shoddy reporting!,15,5
8382,150174,Iconiclaconic!platonic,15,5
1423,52382,Incredible art,15,5
1766,63757,Great shoes,15,5
11433,195622,Borderline too sexy,15,5
3772,75760,"Sooo tasty at first, but then no more golden eggs …",15,5
9773,156414,The Golden State is cooking its golden geese,15,5
72,2420,Yes,15,5
5179,48837,The Lawyers Who Ate California,14,5
344,9783,Just another day in Elden Ring!,14,5
6520,40105,Twitter legal just called to complain that I violated their NDA by revealing the bot check sample size is 100!This actually happened.,14,5
12676,197644,(This message brought to you by the Illuminaughty),14,5
92736,538230,Very important to fix your Twitter feed:1. Tap home button.2. Tap stars on upper right of screen.3. Select “Latest tweets”.You are being manipulated by the algorithm in ways you don’t realize.Easy to switch back &amp; forth to see the difference.,14,5
523,8328,"Team is working the weekend to get 10.12 in limited release tomorrow. Then we evaluate, do a point update, and broaden the release. 10.12.2 is probably where we can expand to a safety score of 95+.",14,5
5765,125019,"At least, that’s what the lib hivemind thinks haha",14,5
30556,387518,Whoever thought owning the libs would be cheap never tried to acquire a social media company!,14,5
55957,812397,The bots are angry at being counted ,14,5
1294,13680,"Any sensible random sampling process is fine. If many people independently get similar results for % of fake/spam/duplicate accounts, that will be telling.I picked 100 as the sample size number, because that is what Twitter uses to calculate &lt;5% fake/spam/duplicate.",14,5
1173,20887,I relied upon the accuracy of Twitter’s public filings,14,5
238,5258,Interesting,14,5
755,7323,"If we collectively try to figure out the bot/duplicate user percentage, we can probably crowdsource a good answer",14,5
751,10970,"Ignore first 1000 followers, then pick every 10th. I’m open to better ideas.",14,5
471,8687,Pick any account with a lot of followers,14,5
9989,123116,"To find out, my team will do a random sample of 100 followers of  I invite others to repeat the same process and see what they discover …",14,5
1468,20970,"The axiomatic error was that housing prices only go up. I don’t support predatory lending, but many of those lenders were severely wounded or didn’t survive. They dug their own graves – a lesson we should all take to heart, including me.",14,5
11876,197886,Still committed to acquisition,13,5
27561,231154,Twitter deal temporarily on hold pending details supporting calculation that spam/fake accounts do indeed represent less than 5% of users,13,5
4401,84668,The straw war is emblematic of larger social issues,13,5
370,8270,"It still needs more work imo, but we can probably widen the beta a little next month",13,5
617,13363,This is messed up,13,5
142,4165,Seriously?,13,5
